Sibusiso_Mtambo, tonight pray every mental depression broken family jesus mighty name
ihatemylife9148, please take minute visit go fund page im depressed male im trying sort self
ihatemylife9148, please take minute visit go fund page im depressed male im trying sort self
ihatemylife9148, please take minute visit go fund page im depressed male trying get life back track
ihatemylife9148, brother please dm im brother whose mental break walahi im contemplating suicide im rock bottom
ohheyymama, sounds weird stress induced seizures sometimes people dont even notice im
ohheyymama, jk anxiety kill tomorrow ill one like hour enough people actually want one feel ba
ohheyymama, idk im turning back depressed pos cried sleep couch last night cried dr
youssef_tarek12, depression feat isolation time
onelastkick71, feel like failure lost online friend last night died depression suicide forever
onelastkick71, bpd
onelastkick71, waited months dismissed bpd
onelastkick71, newspaper interview 230 anxiety building second sicknotweak
Efo_Etor, fake people sorrrr make take depression go talk self righteous judging human anka matete
Efo_Etor, meanwhile ein pinned tweet say get depression feeling suicidal ah make come talk
CDarieal, im back therapy first time ten years every thursday feeling suicidal yesterday
CDarieal, im able pay todays therapy tomorrow im going owe 80 instead 10 cant afford
CDarieal, things wit depression befeel impossible usually start small section first like
CDarieal, looking make 10 copay therapy tomorrow rts appreciated well
CDarieal, shit speaking therapy copay 10 anyone couple bucks spare venmo cdarieal
CDarieal, im grateful therapy tomorrow need talk families supportworshipdenial abusive bro
CDarieal, get fired tried asking time take care mental health anxiety depression
CDarieal, employee cant let pass cant health wellbeing suffered worked hard
Wawataik1, decided first tweet would reality today struggle live oldish struggle depression
Tomuraapologist, bts sticking hands crowd brave cause man id scared id lose limb
Tomuraapologist, locking account little bit cause real depression hours wow mood drops dad
Wet_Uncle, yet game companies abuse eg achievements affect people ocd wtf
oshdere, anxiety whenever someone dms
99PercentDark, would love write full time right work day job overtime work stress
MazzottaShawna, hun stress wouldnt read much
RlFFDADDY, highkey depressed im missing seeing fav bands bc currently poor buy ticket time die
ArchieBrave, wims method massively undersold stress reliever way
gdtoogood, serious issues bounced back start crazysocks4docs also break stigma workin
gdtoogood, aus drs aus highest professions jobs higher suicide
Cristin_E, discussing therapy last night addition regular daily struggle want live
Cristin_E, gonna discuss doesnt surprise given case ptsd originating childhood trauma exte
psychosis_child, anxiety isnt great atm seem ok psychosis wise plz stay way
psychosis_child, phd psychology looking visual perception hopefully diagnosis become clear would like
renae_daniels, boys stress alyssa
renae_daniels, idk became goto depressed people work im bout start group therapy sess everyone
david_brown_sr, insomnia depression suicidal thoughts life
khaleed867, sad lonely hurt upset alone depressed suicidal angry shouting giving empty worthless misunderstood incapabl
infiniterain, end wasnt even fucking hard get ass actually depression brain
infiniterain, haha figured thats mainly anxiety talking worrying nothing thanks tho love ge
jasoncherkis, want learn story suicide prevention reddit ama
StarladyStreams, admit happy spoiled suffer suicidal depression
pharcydeKG, seeing sabonis jersey dats okc makes depressed
suicidal_ien, tøp amp bts
ficcleheart, fuck anxiety
ficcleheart, anxiety winning today im
ficcleheart, im fucking depressed cant even sleep lmao fckmylife
danielskhadijah, look world get discouraged many people depressed suicidal illbut think
studioanisa, wish money spend things usually wouldnt depression like extra lives mobile game
studioanisa, honestly company potential collaborator see tweets bout depression thinks sign reason
studioanisa, sometimes enough say reach slap suicide hotline tweet people arent actu
studioanisa, cw depression amp therapy aight wanna transparent internet shit twitter weird flex fe
JoelSymonds999, know trauma patients traumanaked freezing dreich winter lying naked skin
Black_Seed, yes stressful workplace lead depression amp anxiety pressure leader confli
Black_Seed, appreciated concern due suicide awareness idea way
Black_Seed, know suicide suicide survivor people need know suicidal people
Black_Seed, thank much encouraging way schizophrenia
Black_Seed, although schizophrenia dreams becoming professional translator interpreter lecturer tea
Black_Seed, medication depression amp schizophrenia risperidone clozapine trihexyphenidyl haloperidol
Black_Seed, dont know mental illness schizophrenia amp depression google find internet ask
Black_Seed, think cure depression major depressive disorder tried many medications far absolut
Black_Seed, schizophrenia
Black_Seed, tired living like many years suicide answer however cant stand like
Black_Seed, right commoners need learn empathy toward mental illness people say depression
Black_Seed, best suggest people schizophrenia paranoid amp depressionmood swing trying read least book es
Black_Seed, im schizophrenia survivor face death many times unfortunately havent dead yet im missing dead like
Black_Seed, dr depressed sometimes paranoid one circumstance great
Black_Seed, paranoid ocd bad ideas disturbing mindshell yeah
Servalan73Ruth, oh lord true ive said talk time suicide
Servalan73Ruth, solidarity alex abuse misgendering facing revolting outs critics
JacobPeoplee, someone counselling class said thats bit ocd stupid kept quiet ocd serious illness
JacobPeoplee, referral musculoskeletal specialist high possibility small stress fracture ankles day
JacobPeoplee, woken feeling incredibly anxious depressed today going day
JacobPeoplee, sandy igving reassurance someone anxiety disorder didnt need hear
JacobPeoplee, ive met nick times real life walk raise money suicide
JacobPeoplee, time suicidal depressed even care honest dont want create fus
JacobPeoplee, unfair dismissal disclosing depression needing day second ever job boss
JacobPeoplee, poetry like form therapy incredibly proud one wrote today internationalmensday
JacobPeoplee, wrote inspiration yesterdays m4mh iamwhole suicideprevention
neurochicken, depression etc disorder limping hurt leg disorder imagine tryi
laurensthrone, hate seeing people hurt suicide still want die
laurensthrone, still depressed suicidal thought regularly im surprised im still go
pipwhistleblow, 60 alzheimers 30 bedridden waiting hip operation doddery th
pipwhistleblow, thankyou saying lt3 anxiety pain ass depression anxiety together bit autism
pipwhistleblow, alzheimers
pipwhistleblow, correlation suicide rate astrological path anus dont shutup
pipwhistleblow, theres shocking alt right propaganda cod psychology shit thread
mommyisstoned, hey honey thank checking ptsd panic attack dispensary medicated
mommyisstoned, dispensary long lines medicated blinding headache anxiety wait medication witho
mommyisstoned, went suicidal depression
mommyisstoned, guess cannabiscommunity touch toes take mmj ptsd ibd never thought
NehalElsayyad, sad lonely hurt upset alone depressed suicidal angry shouting giving empty worthless misunderstood incapabl
Joey_Redballs, would trade passing flu eternal depression day
Rene71741508, one anxiety attack constantly alot
Rene71741508, baby girl relax stress good currently child stress harm child
Rene71741508, suicide isnt laughing matter
Rene71741508, suicide laughing matter
thomas4th, big depression mood hey heard 80s synthpop cover band depress mood
yourfavEgyptian, cant stress enough
MattyBodies, somebody dies yall depression kick yeah know depression real harmful bu
potatymn, longer depressed tell edibles got really high walked around bought smoking supplies
potatymn, lol ill take substance abuse issues ptsd crippling mood disorder tyvm
imsrymsjackson_, 17hr depression sleep dream everyone around telling much hated awesome
imsrymsjackson_, 17 hr depression sleep bad
imsrymsjackson_, week mental health drug addiction next week people back know drugs bad
imsrymsjackson_, scariest thing depression struggling mental health often masked smiles laughs
makaylan29, god uses broken things broken people depressed suicidal misfits outcast lonely murderers thieves
makaylan29, longer slave depression suicidal thoughts anxiety drug use child god
makaylan29, sometimes think depressed suicidal used fulfilling emptiness brokenness
clinkclinkbish, want truly spread love bottom heart awareness love bf died suicide wil
gothicym, yeah feel like cant stan group point stan bts still like groups lot
gothicym, thats meant lfkfkkfk stan bts want thats okay also stanning
gothicym, oooooh okayy ill consider pressed bts uwu
gothicym, know whats really heartwarming matter many awards trophies bts win treat every single one
gothicym, lmao guess posted bts intro performance whatsapp story locals see
gothicym, conclusion stan bts mma2018
gothicym, love bts
gothicym, bts fan multi none im curious wanna know
Ubebe_T7, anxiety depression suicidal thoughts came every like im trying show
Ubebe_T7, anxiety depression suicidal words thrown around lot days huh
Ubebe_T7, less stress focus kids
SalaciousShana, technologies based schizophrenia causes get traceable text messages people wooooohooo fucking bullshit
nakedmeoon, stop fucking judging yeah im suicidal wont shit depressed omg yeah
nakedmeoon, im depressed
nakedmeoon, depressed
moonlightx32, level depression bcs sometimes suicidal thoughts
wondrousjem, another depressed day deal
wondrousjem, really hard understand depressed person
AlutaContinua21, tell skhu entire module suicide year signs subtle amp unfo
AlutaContinua21, abuse publicity stunt people visible yall really know nothing abuse
nixraps, disconnect dont want therapy thats left vertical infinity sign known
nixraps, anger stress
errowo, negative stigma around therapy damn reason every time go therapy therapist encou
LucyToynbee, thats true try small ways fight stigma fromwithin system howe
LucyToynbee, sometimes mh pts abusive mh staff many reasons genuine question thi
JwatkinsJasmine, life love bts army dont let anyone put different different better bei
JwatkinsJasmine, okay ok get criticized liking bts lot sometimes wanna
Roland00Address, someone tried create stigma saying jk touch office call offic
Roland00Address, built differently stress eat previous tweet wro
Roland00Address, stress eat child young teen almost never problem
Roland00Address, depression types types symptoms various brain regio
Roland00Address, enter flow depressed flow habits rituals tasks day helps
Roland00Address, cool well flow interesting psychology due renaissance new neuroimaging tools th
Roland00Address, idea flow psychology similar
AmeliaOnthesun, still hope bad parts stress dream royal wedding softie
dyIvnobricn, got real shit stress boy aint worried bout shit
dyIvnobricn, studied psychology high school honestly loved sm
dyIvnobricn, dont think yall understand interested people work way psychology damn interesting
_Basic_Nobody_, uhm im tired got alot anxiety im shaking alot
_Basic_Nobody_, leave maths bit earlier anxiety going way far
_Basic_Nobody_, oof anxiety
monsteronearth, cigarettes sex version honey mine cigarettes blade selfharm suicidal anxiety
monsteronearth, guess happen stop tweeting suicidal suicideprevention
monsteronearth, someone explain one day everyone looks sad grumpy suicideprevention
monsteronearth, one commits suicide want die want stop pain suicideprevention
monsteronearth, im sorry last day last post one suicide suicidal gonna kill
monsteronearth, unhealthy love unhealthy live loving someone suicide wanna die
monsteronearth, never give one suicide plans theyre one get fucking world nevergiveup
monsteronearth, sadly poems suicide death doesnt pay broke
monsteronearth, better die going people make depressed tell die
endeverstar, mean alternately ability sleep 18 hoursday important note without depressed would work
endeverstar, think unlikely symptoms would completely disappear trauma responses hardwired
taejinvilla, bts outsold
taejinvilla, bts gtfo
taejinvilla, bts outsold everyfuckinhone
taejinvilla, antis bts westernized bts mma
taejinvilla, bts concert
taejinvilla, lets get bts
taejinvilla, bts gonna come necks
taejinvilla, bts taking home awards deserve
taejinvilla, js whole bts concert yall
taejinvilla, wake early tomorrow things bts
taejinvilla, naiiyak ako want buy bts season greetings also wand buy astro season greetings
TrevorProject, movie takes something like conversion therapy plays step step see damaging hur
TrevorProject, givingtuesday remember one supportive person decrease young persons risk suicide 30
wmnjoya, hazingke hazing american word using violence humiliation abuse initiate people select cl
wizoners1, im looking mutuals rt stan izone snsd 2ne1 twice exo bts
daehruoyserehw, also real talk know depression lot deal sam might well think hard
daehruoyserehw, work privy depression imagine like sorry brain doesnt work right sorry
daehruoyserehw, reminding depressed person depression tedious exhausting rarely helpful know
daehruoyserehw, spiraling existential depression earnest expressions suicidal ideation crippling anxiety financial
daehruoyserehw, cummit suicide
daehruoyserehw, guess alcoholism getting bad im sure
stannabelle, dont abuse kids let kids commit crimes thats work
stannabelle, one fave kids met jdc turn 18 told serious trauma experienced th
stannabelle, coworker dog named radar works jdc therapy dog cats yet
seIfiedump, chapter 20 clinically depressed suicidal oh couldnt tell busy looking mirror
900MonsterDuc, mother taking children harms way arrested child abuse
900MonsterDuc, please call suicide hotline care
BelleTimsit, incredible story suicide prevention awe written highly recommend
missinginsight, insides could talk secrets secretswillsurface hiding mentalhealth truthshallsetyoufree sadness
missinginsight, spoton explanation dissociativeidentitydisorder different ptsd mentalhealth
missinginsight, dont know feeling worse pain sadness pain depression doesnt really matter fe
missinginsight, 15 ways show gratitude improve happiness via depression
missinginsight, signs might need mental health break via mentalhealthawareness mentalhealth
missinginsight, heart like deserve world recovery selfworth mentalhealth
Engikirby, good news gonna lose house bad news father still coping depression hospital
RosalineWidow13, today checking mental hospital seek treatment get help bpd ocd depress anxiety
RosalineWidow13, isnt grand anxiety makes feel like youre heart attack youre also struggling
pretzellogic79, sudden emotions memories abuse endured buried flooding back vengeance
pretzellogic79, hit hard although drinkingdriving applies suicide knew
pretzellogic79, ex hid behind excused physical emotional abuse via bipolar
pretzellogic79, even told almost killed last year ptsd stressful situations incr
pretzellogic79, realized type abuse actually name like wave relief know
pretzellogic79, real thing professionally diagnosed ptsd narcissistic domestic abuse
pretzellogic79, ill never give pass abuse suffered hands want make
theoreticalwzrd, selected give talk gordon research conference moment depression se
theoreticalwzrd, tw suicide talk student lost know feeling like putting effort fix thi
theoreticalwzrd, tw suicide talk know pain feels unbearable know even people say talk
theoreticalwzrd, tw suicide talk part kind like student gets better gets different wish knew pa
theoreticalwzrd, another student suicide campus combined low depression monday making com
theoreticalwzrd, already addressed issue saying first someone high anxiety depression wh
theoreticalwzrd, sure making sense complaining depression hitting hard today cant deal
theoreticalwzrd, depression something easily idk asking mindful think student
theoreticalwzrd, doesnt seem like huge deal adds every week also depression
theoreticalwzrd, mental health pretty much everyone department knows suicidal depressed doesnt stop
theoreticalwzrd, yeah figured wasnt sure much stress aboutprepare ideas things
theoreticalwzrd, fix someone destroyed much years abuse wish still wasnt like
theoreticalwzrd, yesterday complete waste mix depression migraine made anything impossible spent
theoreticalwzrd, hmm depression exhaustion introvertedness making want back event tonight
spaceempress, sitting floor work crippling depression
softharrie, medication prescribed mainly treats bipolar disorder dont like im confused
softharrie, getting ready fight someone thanks goodness anxiety meds bc ill amp anxious see psychiatrist
softharrie, ive already taken anxiety meds think im panic attack im anxious amp cant breathe hate happens
softharrie, im tired feeling like cant breathe like im gasping air idk anxiety mind ugh
softharrie, havent written anymore larry christmas fic see lose mojo amp let depression creep back amp everything gone
softharrie, anxiety prevents black friday shopping thats probably good thing dont spend money
TheCatInShoes, young depressed ready throw future away
TheCatInShoes, appointment therapist crippling depression
TheCatInShoes, tomorrow friday useless school day ever depression never greater
TheCatInShoes, months ago used think depression temporary thing like puberty going
TheCatInShoes, depression gang rise
nadyfhia, cant even imagine like genuinely happy lmao depressed
nadyfhia, anxiety everyone focusing theyre thinking depression ever whatno thats meant
aaangelamaeee_, natatakot akong mag commit ng suicide pero parang sa mga nangyayare sakin ngayon gugustuhin ko nalang
aaangelamaeee_, suicidal kids telling suicidal kids suicide answer yes
aaangelamaeee_, ka stress
aaangelamaeee_, bukod sa stress puro taba lang naipon ko year hays stressedt
SpilledMineToo, saw irish ska band brooklyn depression hitting little harder usual
birdy_top, ok ive really depressed week best friend drove beach yesterday stayed hotel
kaylikesbutts, love bpd great day everyone compliments friends like find
kaylikesbutts, whatever ill spend half money weed zone months get heroin addiction something
kaylikesbutts, wouldnt even surprised brain damage tbh maybe drug abuse destroying memory maybe
kaylikesbutts, might fuck around fall love whats point im gonna depressed
kaylikesbutts, need heroin social anxiety
kaylikesbutts, depression gun
kaylikesbutts, missed therapy appointment time cry car
sviisv, sad lonely hurt upset alone depressed suicidal angry shouting giving empty worthless misunderstood incapabl
RubyJaneCDiaz1, dont hurt want take suicide hurt want lessen pain feel emotiona
AleezehFatimah, suicide easy option people go lot kill necessary
SadAmy7, feeling im literally physically pop disgusts bed bingeeatingdisorder mentalhealthawareness
SadAmy7, things capacity binging never ceases amaze bed bingeeatingdisorder eatingdisorders mentalhealthmatters
SadAmy7, im struggling much depression moment didnt think anything could make smile giggle
SadAmy7, sleep last night im sick either sleeping constantly depression
dsnypunkx, tw sh stress levels going actual roof making want self harm ffs
Staronet2, hey remember said got chu well lets pretend didnt adhd moment
samihah_17, think time last year depressed suicidal close giving everything insane ahhh
samihah_17, zayn speaking called muslim im concerned doesnt believe therapy solut
ohhhweird, really bad feeling heart cant shake hate anxiety nothing get head
DalyLizzie, im hairdresser anxiety whats superpower
DalyLizzie, literally get worst anxiety room mess depression makes dont want clean lol
DalyLizzie, dreams lately hair wicked long every time wake get super depressed lol like im alre
DalyLizzie, need stop looking live feed election results bc im anxiety attack
1MyStory1, one needs ive called 911 feeling depressed im still depressed havent even diagnosed
secretthoughtxx, yiiie potangina bipolar talaga ako
kristnkringle, start work one minute im cant wait throw anxiety
kristnkringle, morning depressed cancelled
shawnottostyles, know depression lost nearly friends cant talk anyone
psypharmacopeia, saying never treat uti elderly acute onset confusion many pts ap
psypharmacopeia, ptsd diagnosis disqualified someone owning firearm many people ptsd th
jpaigenoelle, ready depression sleep lol take awey
maggiemoooo13, im im queer im watching great british bake anxiety severe
maggiemoooo13, im watching video said ocd anything strangled
maggiemoooo13, truly devious end cliffhanger amazing vacation book causing stress
SpookGato, hes best working within system man saying loud makes kind depressed
cordeliamoor_, letter parent child selfharms mentalhealthawareness
cordeliamoor_, ah yes love intense anxiety strikes nowhere leaves basically incapable anything trying breathe
cordeliamoor_, check post wrote delightful cara detailing day life bpd excellent wording
cordeliamoor_, suicide story dont hear bloggerloveshare theclqrt
gerrymill, correct people lose battles suicide cant choose
nocalspls, ive struggled past years bad depression selfharming ednos wasted last teen years
nocalspls, worldmentalhealthday want share something personal thread end 2017 tried tak
Uniformofficer, organising works christmas partyive never known stress like
nyankamoto, crying stress someone hey ok yeah
AbstractNotepad, thanks earl album drop depression aesthetic
na_rmc_, ive depressed still days ive suicidal im glad im okay im glad could understan
na_rmc_, crazy makes feel like belongs depressed like theres way
kaylaclairecia, feel like ive put wellbeing risk sake people know theyll glad th
tcboyle, thanks daveyou exactly right start therapy
daryldixno, talked abt bohemian rhapsody therapy today
daryldixno, got ad said free depression test read free happy finnish happy depression test
alasiasid, round lot factors trigger depression everyone cope many people lose battl
alasiasid, helped depression seems topic pakistan watching funny videos
Rhys_Smart, icymi dear bus drivers dive anxiety getting onto bus
Rhys_Smart, icymi mentallyobsessed went live today letstalkblackpink blackpink blink twice exo bts
Rhys_Smart, main platforms listen letstalkblackpink blackpink blink twice exo bts anchor
Rhys_Smart, oh jesus anxiety going im even well done well already imaceleb
Rhys_Smart, saw advert bts movie whaaat
Rhys_Smart, live chat currently available 800 mentalhealth someonetotalkto support
AnxietySihas, really funny anxiety cant work past poor like brain worries day long everything
imfknsad, wave anxiety hit hard
imfknsad, depression really fuckes
imfknsad, im probably gonna cancel plans today bc anxiety going therapist extreme today awful
Taskeenkirmani, totally agree stress resonating
Sparkiestgerm, sick plan assisted suicide want alone
bri_intencion, honest feel alone left behind sad depressed suicidal cos
callmejors, may find peace amidst madness worldmentalhealthday
callmejors, anxiety death
sugaryyoongz, omg ypu rightt bts still yet comee
DW_Supernatural, someone suffers daily depression struggle talk anyone including
BBlueBird992, never depressed suicidal never udea therapist even help
BBlueBird992, think plp work starting maybe think crippling depression self loathingwhy
BBlueBird992, psychologist emailed thats hes depressed help anyone gave email another psychologis
CULCHIEQUEEN, money wont buy happiness sure take significant amount financial stress help yo
CULCHIEQUEEN, cant believe got abuse declarations love feel tepid
Asobele90jr, mental trauma worst issues like thecharity2018 thekickagainstsexualviolence
Asobele90jr, guys suicidal depressed last year god took life completely flipped scrip
Mamadelo_SH, complain depression general mental health lady posted hyperfiltered pictures
Mamadelo_SH, matter life comes never contemplate suicide stay fight success would ineluctable
Mamadelo_SH, yes im broke 17m debt depressed yes depressed still depressed perhaps wasa
John___Lemon, legit still huge stigma around mental illness especially amongst males killing people thats
John___Lemon, dont know anything suicide mental illness dont comment support people
John___Lemon, legit logics exact words track 1800 suicide
vl_darling, honestly kinda trauma ttrpgs crowd continue support traumatic systems infrastruct
vl_darling, tagged things latest wip rope male librarian gentle negotiation trauma
MentalStigmas, find triggered cant escape present environment triggers ptsd
MentalStigmas, worrying overthinking anxiety mentalhealthawareness stopthestigma
MentalStigmas, healing chemicals mentalhealth stopthestigma
MentalStigmas, stress deepbreaths prison
MentalStigmas, anxious try mentalhealthmatters stopthestigma anxiety
MentalStigmas, depression mentalhealth stopthestigma
MentalStigmas, ive found danger time depression personally lifted slightly energy ca
MentalStigmas, war ptsd veterans
MentalStigmas, ptsd mentalhealthmatters stopthestigma
MentalStigmas, swings depression mania
MentalStigmas, think need improve area reguarding mental health letstalk mentalhealth
MentalStigmas, autism symbols mentalhealth stopthestigma
MentalStigmas, didnt work first thing everyone brings apart meds find bipolar
MentalStigmas, autism stopthestigma mentalhealthawareness
MentalStigmas, think schizophrenia bipolar borderline personality disorder need discussed
MentalStigmas, takes longer diagnose bipolar highs lows mania induced antide
MentalStigmas, stress overload
AnarchaNovaism, real crust punk mood stonedly lot anxiety showers
AnarchaNovaism, newcomers life really promise dejected depressed time ill get better eventually
libisumbrae, maybe elaborate suicide dignity something might fit nihilistic philos
libisumbrae, men im cis woman naturally high testosterone depressed ass would like say
Anubis213_, ones delusions get thoughts im depressed manic hypomanic delusions carr
Anubis213_, adhd universities accommodate seek happens multiple disorders layer
Anubis213_, talk bipolar often despite repeated attempts take im quite fond
Anubis213_, cant homework adhd ass wont stay still know people afab assigned female
Anubis213_, everyone come game bed depressed everyone itll fun promised wouldnt
Anubis213_, unsubscribe depression
GhalnaTheDragon, without fandom would even depressed already maybe suicidal
jlover33, sometimes want tweet drepessing ass lyrics dont want people think im depressed suicidal mean
jlover33, gives much anxiety
kimbreadly, anxiety symptoms heart attack daily basis
baekhuntrbl, ddid anything else happen mma 2018 instead bts cause thats im seeing
baekhuntrbl, depression season boysssss
Mal_Mal_Cee, dont even know extra stress left
lovetaeha, im fucking bigger fan bts damn cant take shit anymore
lovetaeha, people stan momoland bts time hate coming ways really strongest people
cameronjsamuels, end stigma worldaidsday
anythinggohs, relate pretty much ive suffered anxiety depression since 12 eating
TherapistTee, know atychipohoa mentalhealth family
TherapistTee, help cope holiday season stressmanagement familyhustle health mentalhealth
TherapistTee, feel depressed around time year provide tools coping video mentalhealth
TherapistTee, holiday blues tough video discuss signs ways cope mentalhealth
TherapistTee, happy announce supplemental guide parents teachers concerned teen considering suicide
TherapistTee, know perception lead anxiety depression also lead reduction selfesteem
TherapistTee, know perception lead anxiety depression also lead reduction selfesteem
TherapistTee, psychiatric evaluation reasons elementary kids sent er mentalhealth parentingtips education
TherapistTee, namicnow18 come join us nami keystone pennsylvania annual child adolescent mentalhealth conferenc
ReggyReturns, indeed pure abuse lol getfriendsordietrying poor fella
Frances_Larina, much childhood trauma nt expectations amp judgement whenever learned adaptations ki
Frances_Larina, often id learned repression dissociation etc trauma included aba id lost
pea_gravel, share addiction save artisan teas adagio favorite gc good 24 hours 6042152094
85c10_javi, idk yall really care depressed ppl always joke like cool thing depression idk tf wrong yall
MakeWay4smile, never ever ever tell someone bpd mental illnesses make us worrysome dont tell us overreacting
MakeWay4smile, song songs bpd really good far
MakeWay4smile, bpd vs bipolar differences amp comorbidity via
MakeWay4smile, bpd episode looks like living borderline personality diso via
MakeWay4smile, bpd splitting via
MakeWay4smile, bpd episode breakdown feels via
MakeWay4smile, 10 ways help someone bpd via
MakeWay4smile, bpd episodes get angry get scared become extremely suicidal split lot ppl self harm
MakeWay4smile, simple compliment save life better rting suicide hotline
MakeWay4smile, hello everyone im back im still experiencing bpd episode rn imma every hehe
MakeWay4smile, bipolar victims emotional times bpd bit worst since includes billion symptoms
MakeWay4smile, swear next time say bpd better hear bipolar honestly makes pissed
MakeWay4smile, bpd victim afraid lose everyone self harm something like cha
MakeWay4smile, stop mixing bpd bipolar disorder different things
MakeWay4smile, thinking suicide rn im hard time ignoring ill hopefully fine need time
MakeWay4smile, heard firework anxiety going cant move
MakeWay4smile, youre receiving help even problems remember look back last suicide
MakeWay4smile, depression head see well drown lungs
MakeWay4smile, last time attempted suicide heard grandpa crying made stop
MiloJo89, temptingbut adhd couldnt handle
KaraHalford, second week school starting already feel heightened depression sinking bones blackening soul
KaraHalford, im eaten alive chiggers depression
ryleevictorian, every single person blamed mental health depression suicidal tendencies anxiety etc
spaceaqueerius, discipline without boundaries abuse
MurrayMonday, okay im pretty sure im gonna telling people mentalhealth problems tomorrow
MurrayMonday, depressed work didnt started going broke worked feeling depressed years aft
Edpga0897, person feels less heartbroken depressed suicidal listening
BeckyOnTheRadio, try sad light use one struggle seasonal depression works wonders
BeckyOnTheRadio, ive night medication brain detoriated faster youd imagine ive slept ocd tho
BeckyOnTheRadio, world completely fallen pieces im feeling insanely trapped lost depression cloud taki
BeckyOnTheRadio, want know delightful side affect ocd woke times night bed time rout
BeckyOnTheRadio, back front sad lamp blinding bright light order possibly get affected seasonal depression
BeckyOnTheRadio, ocd frustrating bought new dress today gorgeous theres seam slightly
BeckyOnTheRadio, oh relate hate little ocd compulsions illness sometimes find hard
BeckyOnTheRadio, ive ocd anxiety panic attacks since long remember made difficult child
BeckyOnTheRadio, worldmentalhealthday day always grateful get celebrate year ive open
ArwenFalvey, halcon floor map im happy say tables incredibly close canadian armed forces booths ptsd
ArwenFalvey, dr ford grown woman respected professor sought therapy passed lie detector test encou
ArwenFalvey, dont know would without stuff really game changer ptsd
ArwenFalvey, sometimes anxiety gets bad feels like brain isnt even mine wouldnt trippy
nickloppenborg, anxiety gnawing away soul
EmilyThorn2018, begged diagnosis time bpd adhd ptsdcptsd
EmilyThorn2018, fuck emotions fuck mental illness fuck stigma fuck fake friends soo done rn
EmilyThorn2018, abuse abuse physical abuse damaging emotional abuse lifelong psycological effects
EmilyThorn2018, good qualities live bpd much stigma surrounding bpd time tell
EmilyThorn2018, illnesses stopping want hopefully graduate therapy lif
EmilyThorn2018, issues related trauma
EmilyThorn2018, mine caused neglect abuse also sexual assault
EmilyThorn2018, 15 years treatment im therapy year
EmilyThorn2018, mind diagnosis bpd still dissociate quite bit hear things
EmilyThorn2018, evidence everyone lives mental illness threat also explains therapy crucial
EmilyThorn2018, headaches constantly due adhd
EmilyThorn2018, stigma kills beyond frustrating
uhtobehonestwtf, lonely depressed suicidal sad tired
uhtobehonestwtf, people money still get depressed
transegghatcher, informed consent take required psych letters equation many cases therapy muc
transegghatcher, used daily obsessive ocd dysphoric thoughts things like hairline th
Meow_gnicifent, people say think depression look cool thats exactly one pays attention people actually need help
Meow_gnicifent, tell idk feels depressed suicidal take step back shut
Meow_gnicifent, wanna kill ok eat bunch pills save others trauma watching jump buildi
Meow_gnicifent, anime addiction
sophiemiddIeton, worldmentahealthday im glad ppl coming together break stigma mental health sadly
sophiemiddIeton, ok pls dont ask depth personal questions depression suicidal tendencies attempts
RaniaElnahrawy, كسمك عشان مفيش دين أم رأي إننا مينفعش نحبس الناس عشان لبسهم وكسمك تاني عشان bipolar ده مرض مش دين أم صفة تستخدم
RaniaElnahrawy, course goes back amazing mama literally dragged shopping bec depressed af
unti1death, epic depression nap
unti1death, yalli exhausted daily allowance angry tweets day today anyway depression naptime think
unti1death, yall bts really flexed saved life didnt sneaky little
unti1death, okay going depression nap
unti1death, depression nap make festive
TehreemAyazz, depression sickness thing neglect suffering troma like feel sui
ohthawadi, suicidal thoughts couple weeks ago depression 25
ohthawadi, breakups hard deal body mind goes withdrawal like drug addiction become addicted love
NaiYrAisaNai, colleague committed suicide days ago work pressure shocked planning suicide
dravenmercury, love gettin hit random waves depression
SeaveysH, honestly im pretty sure friend wouldnt depressed suicidalbut
SeaveysH, gabbie im cut im like anxious depressed rn
SeaveysH, fuck anxiety depression 316 havent slept yet mention slept hour
SeaveysH, guys im panic attack im super depressed cant stop thinking cutting
SeaveysH, hate depression suicide cutting mind lot barely sleep hate also might
SeaveysH, honestly people get depression people genuinely support im totally
MumfordJoy, real easy romanticize suicide amp depression truly brings brink th
MumfordJoy, im going school getting degree truly afford addiction make
sux_me, fucking great ass life knowing like depressed wanting kill
sux_me, sorta related really still depressed even like primary school suicidal wr
boyohwow, writing suicide note scantron
Edenburgh1985, sound familiar hope gets things done stress free
CynicalHuntress, im depressed soul dont judge
SlowPsycho, dont years since quit addiction fair dont ha
Sylphy_Bat, ハーレイがharleydavidsonに乗っていた asylum knight suicide squadかな
Sylphy_Bat, ペンギンがmy suicidal decisionと言っているのも微妙に引っかかる suicide でバットマンは自分を死に向かう者と定義づけたがペンギンとバットマンの完全な対比を生み出しているような気もしてくる
Sylphy_Bat, 今回のベインペンギンバットマンほぼみんなi amと言っているわけだがi batman suicide bane 全てが効いてくる号になっているそしてみな何かしらアイデンティティを失い
none_the_less00, stress hunger things increase even increase like boost suicidal thoughts mind
none_the_less00, today like fuck living life stop bringing suicide mind gonna happen today
none_the_less00, mentalillness affect anyone keep talking talking raise awareness amp awareness th
SuccubusDarling, exactly dont costume commissions know depression gets way
SuccubusDarling, im really depressed anxious sick reminds much retail sucks could really give two fucks health
